ПО/не ПО,Код (Соответствие),Комментарий,Версия продукта (Соответствие)
не ПО,AppleCameraLocalization,пакет,1.0
не ПО,AppleCameraLocalization,пакет,
не ПО,AppleConvergedFirmwarellpdater,framework,
не ПО,AppleConvergedIPCOLYBTControl,Расширение ядра,
не ПО,AppleConvergedPCI,Расширение ядра,
не ПО,AppleCredentialManager,Расширение ядра,
не ПО,AppleCredentialManager,framework,
не ПО,AppleCSEmbeddedAudio,Расширение ядра,640.8
не ПО,AppleCSEmbeddedAudio,Расширение ядра,600.99
не ПО,AppleCSEmbeddedAudio,Расширение ядра,550.3
не ПО,AppleCSEmbeddedAudio,Расширение ядра,
не ПО,AppleCVA,framework,
не ПО,AppleCycloneErrorHandler,Расширение ядра,1.0
не ПО,AppleCycloneErrorHandler,Расширение ядра,
не ПО,AppleD1755PMU,Расширение ядра,1.0.1
не ПО,AppleD1755PMU,Расширение ядра,
не ПО,AppleD1815PMU,Расширение ядра,1.0.1
не ПО,AppleD1815PMU,Расширение ядра,
не ПО,AppleD1881PMU,Расширение ядра,1.0.1
не ПО,AppleD1881PMU,Расширение ядра,
не ПО,AppleD1946PMU,Расширение ядра,1.0.1
не ПО,AppleD1946PMU,Расширение ядра,
не ПО,AppleD1972PMU,Расширение ядра,1.0.1
не ПО,AppleD1972PMU,Расширение ядра,
не ПО,AppleD1974PMU,Расширение ядра,1.0.1
не ПО,AppleD1974PMU,Расширение ядра,
не ПО,AppleD2018PMU,Расширение ядра,1.0.1
не ПО,AppleD2018PMU,Расширение ядра,
не ПО,AppleD2045PMU,Расширение ядра,1.0.1
не ПО,AppleD2045PMU,Расширение ядра,
не ПО,AppleD2089PMU,Расширение ядра,1.0.1
не ПО,AppleD2089PMU,Расширение ядра,
не ПО,AppleD2186PMU,Расширение ядра,1.0.1
не ПО,AppleD2186PMU,Расширение ядра,
не ПО,AppleD2207PMU,Расширение ядра,1.0.1
не ПО,AppleD2207PMU,Расширение ядра,
не ПО,AppleD2238PMU,Расширение ядра,1.0.1
не ПО,AppleD2238PMU,Расширение ядра,
не ПО,AppleD2255PMU,Расширение ядра,1.0.1
не ПО,AppleD2255PMU,Расширение ядра,
не ПО,AppleD2257PMU,Расширение ядра,1.0.1
не ПО,AppleD2257PMU,Расширение ядра,
не ПО,AppleD2333PMU,Расширение ядра,1.0.1
не ПО,AppleD2333PMU,Расширение ядра,
не ПО,AppleD2346PMU,Расширение ядра,1.0.1
не ПО,AppleD2346PMU,Расширение ядра,
не ПО,AppleD2365PMU,Расширение ядра,1.0.1
не ПО,AppleD2365PMU,Расширение ядра,
не ПО,AppleD2400PMU,Расширение ядра,1.0.1
не ПО,AppleD2400PMU,Расширение ядра,
не ПО,AppleD2401PMU,Расширение ядра,1.0.1
не ПО,AppleD2401PMU,Расширение ядра,
не ПО,AppleD2422PMU,Расширение ядра,1.0.1
не ПО,AppleD2422PMU,Расширение ядра,
не ПО,AppleD2449PMU,Расширение ядра,1.0.1
не ПО,AppleD2449PMU,Расширение ядра,
не ПО,AppleD2460PMU,Расширение ядра,1.0.1
не ПО,AppleD2460PMU,Расширение ядра,
не ПО,AppleDAPF,Расширение ядра,1.0
не ПО,AppleDAPF,Расширение ядра,
не ПО,AppleDCP,Расширение ядра,1.0
не ПО,AppleDCP,Расширение ядра,
не ПО,AppleDCPDPDisplayProxy,Расширение ядра,1.0
не ПО,AppleDCPDPDisplayProxy,Расширение ядра,
не ПО,AppleDCPDPTXProxy,Расширение ядра,1.0.0
не ПО,AppleDCPDPTXProxy,Расширение ядра,
не ПО,AppleDepth,framework,82.0
не ПО,AppleDepth,framework,76.0.4
не ПО,AppleDepth,framework,63.2
не ПО,AppleDepth,framework,
не ПО,AppleDepthCore,framework,82.0
не ПО,AppleDepthCore,framework,76.0
не ПО,AppleDepthCore,framework,
не ПО,AppleDeviceManagementHIDFilter,модуль,1.0
не ПО,AppleDeviceManagementHIDFilter,модуль,
не ПО,AppleDiagnosticDataAccess,Расширение ядра,1.0.0
не ПО,AppleDiagnosticDataAccess,Расширение ядра,
не ПО,AppleDiagnosticDataAccessReadOnly,Расширение ядра,1.0.0
не ПО,AppleDiagnosticDataAccessReadOnly,Расширение ядра,
не ПО,AppleDialogPMU,Расширение ядра,1.0.1
не ПО,AppleDialogPMU,Расширение ядра,
не ПО,AppleDiskImages2,Расширение ядра,198.100.13
не ПО,AppleDiskImages2,Расширение ядра,198.40.3
не ПО,AppleDiskImages2,Расширение ядра,126.141.2
не ПО,AppleDiskImages2,Расширение ядра,
не ПО,AppleDisplayCrossbar,Расширение ядра,1.0.0
не ПО,AppleDisplayCrossbar,Расширение ядра,
не ПО,AppleDisplayCrossbarDP,Расширение ядра,1.0.0
не ПО,AppleDisplayCrossbarDP,Расширение ядра,
не ПО,AppleDisplayTCONControl,framework,59
не ПО,AppleDisplayTCONControl,framework,51
не ПО,AppleDisplayTCONControl,framework,48
не ПО,AppleDisplayTCONControl,framework,
не ПО,AppleDockChannel,Расширение ядра,1.0
не ПО,AppleDockChannel,Расширение ядра,
не ПО,AppleDPDisplay,Расширение ядра,1.0
не ПО,AppleDPDisplay,Расширение ядра,
не ПО,AppleDPDisplayTCON,Расширение ядра,1.0
не ПО,AppleDPDisplayTCON,Расширение ядра,
не ПО,AppleDPRepeater,Расширение ядра,1.0
не ПО,AppleDPRepeater,Расширение ядра,
не ПО,AppleDPTX,Расширение ядра,1.0.0
не ПО,AppleDPTX,Расширение ядра,
не ПО,AppleEffaceableBlockDevice,Расширение ядра,1.0
не ПО,AppleEffaceableBlockDevice,Расширение ядра,
не ПО,AppleEffaceableNOR,Расширение ядра,
не ПО,AppleEffaceableStorage,Расширение ядра,
не ПО,AppleEffaceableTDM,Расширение ядра,1.0
не ПО,AppleEffaceableTDM,Расширение ядра,
не ПО,AppleEFIRuntime,Расширение ядра,
не ПО,AppleEmbedded TouchEEPROMDriver,Расширение ядра,
не ПО,AppleEmbeddedAccelerometer,Расширение ядра,1.0.0
не ПО,AppleEmbeddedAccelerometer,Расширение ядра,
не ПО,AppleEmbeddedAudio,Расширение ядра,640.8
не ПО,AppleEmbeddedAudio,Расширение ядра,600.99
не ПО,AppleEmbeddedAudio,Расширение ядра,550.3
не ПО,AppleEmbeddedAudio,Расширение ядра,
не ПО,AppleEmbeddedAudioLibs,Расширение ядра,240.1
не ПО,AppleEmbeddedAudioLibs,Расширение ядра,200.5
не ПО,AppleEmbeddedAudioLibs,Расширение ядра,140.1
не ПО,AppleEmbeddedAudioLibs,Расширение ядра,
не ПО,AppleEmbeddedBluetoothMultitouch,Расширение ядра,82
не ПО,AppleEmbeddedBluetoothMultitouch,Расширение ядра,
не ПО,AppleEmbeddedLightSensor,Расширение ядра,1.0.0
не ПО,AppleEmbeddedLightSensor,Расширение ядра,
не ПО,AppleEmbeddedNewAccelerometer,Расширение ядра,1.0.0
не ПО,AppleEmbeddedNewAccelerometer,Расширение ядра,
не ПО,AppleEmbeddedOSSupportHost,Расширение ядра,
не ПО,AppleEmbeddedPCIE,Расширение ядра,1.0
не ПО,AppleEmbeddedPCIE,Расширение ядра,
не ПО,AppleEmbeddedSimpleSPINORFlasherDriver,Расширение ядра,1.0
не ПО,AppleEmbeddedSimpleSPINORFlasherDriver,Расширение ядра,
не ПО,AppleEmbeddedTempSensor,Расширение ядра,1.0.0
не ПО,AppleEmbeddedTempSensor,Расширение ядра,
не ПО,AppleEmbeddedTouchEEPROMDriver,Расширение ядра,1.0
не ПО,AppleEmbeddedTouchEEPROMDriver,Расширение ядра,
не ПО,AppleEmbeddedUSB,Расширение ядра,1.0
не ПО,AppleEmbeddedUSB,Расширение ядра,
не ПО,AppleEmbeddedUSBHost,Расширение ядра,1.0
не ПО,AppleEmbeddedUSBHost,Расширение ядра,
непонятно,AppleEmbeddedUSBXHCIPCI,,1.0
не ПО,AppleEncryptedArchive,Расширение ядра,1.0
не ПО,AppleEncryptedArchive,Расширение ядра,
не ПО,AppleEventLogHandler,Расширение ядра,1.0
не ПО,AppleEventLogHandler,Расширение ядра,
не ПО,AppleEverestErrorHandler,Расширение ядра,1.0
не ПО,AppleEverestErrorHandler,Расширение ядра,
не ПО,AppleFAN53740,Расширение ядра,1.0
не ПО,AppleFAN53740,Расширение ядра,
не ПО,AppleFDEKeyStore,Расширение ядра,
не ПО,AppleFileSystemDriver,Расширение ядра,
не ПО,AppleFireStormErrorHandler,Расширение ядра,1.0
не ПО,AppleFireStormErrorHandler,Расширение ядра,
не ПО,AppleFirmwareKit,Расширение ядра,
не ПО,AppleFirmwareUpdate,framework,
не ПО,AppleFirmwareUpdateKext,Расширение ядра,
не ПО,AppleFIVRDriver,Расширение ядра,
не ПО,AppleFlatBuffers,framework,1
не ПО,AppleFlatBuffers,framework,
не ПО,AppleFSCompression,framework,
не ПО,AppleFSCompressionTypeDataless,Расширение ядра,
не ПО,AppleFSCompressionTypeZlib,Расширение ядра,
не ПО,AppleGameControllerPersonality,Расширение ядра,1.0
не ПО,AppleGameControllerPersonality,Расширение ядра,
не ПО,AppleGFXHDA,Расширение ядра,
не ПО,AppleGL3590FirmwareUpdater,Расширение ядра,
не ПО,AppleGPIOICController,Расширение ядра,1.0.2
не ПО,AppleGPIOICController,Расширение ядра,
не ПО,AppleGraphicsControl,Расширение ядра,
не ПО,AppleGraphicsPowerManagement,Расширение ядра,
не ПО,AppleGVA,framework,
не ПО,AppleGVACore,framework,
не ПО,AppleGVAHEVCDecoder,пакет,
не ПО,AppleGVAHEVCEncoder,пакет,
не ПО,AppleGVAVPXDecoder,пакет,10.0.20
не ПО,AppleGVAVPXDecoder,пакет,
не ПО,AppleH10CameraInterface,Расширение ядра,17.0.8
не ПО,AppleH10CameraInterface,Расширение ядра,17.0.6
не ПО,AppleH10CameraInterface,Расширение ядра,
не ПО,AppleH10PearICameraInterface,Расширение ядра,
не ПО,AppleH10PearlCamInterface,Расширение ядра,17.0.8
не ПО,AppleH10PearlCamInterface,Расширение ядра,17.0.6
не ПО,AppleH10PearlCamInterface,Расширение ядра,
не ПО,AppleH11ANEInterface,Расширение ядра,6.300.0
не ПО,AppleH11ANEInterface,Расширение ядра,6.404.0
не ПО,AppleH11ANEInterface,Расширение ядра,5.68.0
не ПО,AppleH11ANEInterface,Расширение ядра,6.551.1
не ПО,AppleH11ANEInterface,Расширение ядра,5.68.2
не ПО,AppleH11ANEInterface,Расширение ядра,5.68.4
не ПО,AppleH11ANEInterface,Расширение ядра,
не ПО,AppleH13CameraInterface,Расширение ядра,7.300.0
не ПО,AppleH13CameraInterface,Расширение ядра,7.422.3
не ПО,AppleH13CameraInterface,Расширение ядра,6.51.2
не ПО,AppleH13CameraInterface,Расширение ядра,7.504.0
не ПО,AppleH13CameraInterface,Расширение ядра,7.422.2
не ПО,AppleH13CameraInterface,Расширение ядра,
не ПО,AppleH263,пакет,1.0
не ПО,AppleH263,пакет,
не ПО,AppleH264SW,пакет,1.0
не ПО,AppleH264SW,пакет,
не ПО,AppleHDA,Расширение ядра,
не ПО,AppleHIDALSService,Расширение ядра,
не ПО,AppleHIDBluetoothFilter,модуль,1.0
не ПО,AppleHIDBluetoothFilter,модуль,
не ПО,AppleHIDKeyboard,Расширение ядра,
не ПО,AppleHIDKeyboardEmbedded,Расширение ядра,1.2.0
не ПО,AppleHIDKeyboardEmbedded,Расширение ядра,
не ПО,AppleHIDMouse,Расширение ядра,
не ПО,AppleHIDMouseAgent,модуль,
не ПО,AppleHIDTransport,Расширение ядра,6440.8
не ПО,AppleHIDTransport,Расширение ядра,6430.1
не ПО,AppleHIDTransport,Расширение ядра,5460.1
не ПО,AppleHIDTransport,Расширение ядра,
не ПО,AppleHIDTransportSupport,framework,1.0
не ПО,AppleHIDTransportSupport,framework,
не ПО,AppleHighVoltageCharger,Расширение ядра,1.0
не ПО,AppleHighVoltageCharger,Расширение ядра,
не ПО,AppleHPET,Расширение ядра,
не ПО,AppleHPM,Расширение ядра,
не ПО,AppleHSSP|Support,Расширение ядра,
не ПО,AppleHSSPIHIDDriver,Расширение ядра,
не ПО,AppleHV,Расширение ядра,
не ПО,AppleIDSettings,расширение программ и систем,1.0
не ПО,AppleIDSettings,расширение программ и систем,
не ПО,AppleIISController,Расширение ядра,240.1
не ПО,AppleIISController,Расширение ядра,200.2
не ПО,AppleIISController,Расширение ядра,140.1
не ПО,AppleIISController,Расширение ядра,
не ПО,AppleInputDeviceSupport,Расширение ядра,
не ПО,AppleInte|MCEReporter,Расширение ядра,
не ПО,AppleIntelCFLGraphicsFramebuffer,Расширение ядра,
не ПО,AppleIntelCFLGraphicsVAME,пакет,
не ПО,AppleintelGraphicsShared,пакет,
не ПО,AppleIntelICLGraphics,Расширение ядра,
не ПО,AppleIntelICLGraphicsGLDriver,пакет,
не ПО,AppleintelICLGraphicsMTLDriver,пакет,
не ПО,AppleIntelICLGraphicsVADriver,пакет,
не ПО,AppleIntelICLLPGraphicsFramebuffer,Расширение ядра,
не ПО,AppleintelICLLPGraphicsVAME,пакет,
не ПО,AppleIntelKBLGraphics,Расширение ядра,
не ПО,AppleIntelKBLGraphicsFramebuffer,Расширение ядра,
не ПО,AppleIntelKBLGraphicsGLDriver,пакет,
не ПО,AppleIntelKBLGraphicsMTLDriver,пакет,
не ПО,AppleintelKBLGraphicsVADriver,пакет,
не ПО,AppleIntelKBLGraphicsVAME,пакет,
не ПО,AppleIntelLpss|2C,Расширение ядра,
не ПО,AppleintelLpss|2CController,Расширение ядра,
не ПО,AppleIntelLpssDmac,Расширение ядра,
не ПО,AppleintelLpssGspi,Расширение ядра,
не ПО,AppleintelLpssSpiController,Расширение ядра,
не ПО,AppleIntelLpssUARTCommon,Расширение ядра,
не ПО,AppleintelLpssUARTv1,Расширение ядра,
не ПО,AppleintelLpssUARTvO,Расширение ядра,
не ПО,AppleIntelPCHPMC,Расширение ядра,
не ПО,AppleIntelSlowAdaptiveClocking,Расширение ядра,
не ПО,AppleInterruptController,Расширение ядра,1.0.0
не ПО,AppleInterruptController,Расширение ядра,
не ПО,AppleInterruptControllerV2,Расширение ядра,1.0.0
не ПО,AppleInterruptControllerV2,Расширение ядра,
не ПО,AppleInterruptControllerV3,Расширение ядра,1.0.0
не ПО,AppleInterruptControllerV3,Расширение ядра,
не ПО,AppleIPAppender,Расширение ядра,1.0
не ПО,AppleIPAppender,Расширение ядра,
не ПО,AppleIRController,Расширение ядра,
не ПО,AppleISPEmulator,framework,1.26.0
не ПО,AppleISPEmulator,framework,
не ПО,AppleJPEG,framework,
не ПО,AppleJPEGDriver,Расширение ядра,5.4.0
не ПО,AppleJPEGDriver,Расширение ядра,5.2.7
не ПО,AppleJPEGDriver,Расширение ядра,4.8.1
не ПО,AppleJPEGDriver,Расширение ядра,
не ПО,AppleKeyStore,Расширение ядра,
не ПО,AppleKeyStore,framework,
не ПО,AppleKMPHDCPManager,Расширение ядра,1.0
не ПО,AppleKMPHDCPManager,Расширение ядра,
не ПО,AppleL SIFusionMPT,Расширение ядра,
не ПО,AppleLDAP,framework,
не ПО,ApplelDAuthSupport,framework,
не ПО,ApplelDSSOAuthentication,framework,
не ПО,AppleLightningErrorHandler,Расширение ядра,1.0
не ПО,AppleLightningErrorHandler,Расширение ядра,
не ПО,Applelmage4,Расширение ядра,
не ПО,AppleLMBacklight,Расширение ядра,1.0
не ПО,AppleLMBacklight,Расширение ядра,
не ПО,AppleLOM,framework,1.0
не ПО,AppleLOM,framework,
не ПО,ApplelPAppender,Расширение ядра,
не ПО,AppleLPC,Расширение ядра,
не ПО,ApplelSPEmulator,framework,
не ПО,AppleM2ScalerCSC,Расширение ядра,
не ПО,AppleM68Buttons,Расширение ядра,1.0.0
не ПО,AppleM68Buttons,Расширение ядра,
не ПО,AppleMatch,Расширение ядра,
не ПО,AppleMCA2_T600x,Расширение ядра,740.3
